,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_10_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef
621,4.2073,8.4735,-24.4682,-882.642,-660.5396,-288.3807,-2370.1284,-288.6245,-10543.1823,-45815610.44,-55101846.36,-72770977.44,-105222388.2,-170578342,-304803706.3,-601671428.4,-1181236326,-2468497882,-5149016081,417655.661,866402.6991,7135209.207,-60883.9172,-104520.0324,-196134.6473,-403924.3327,-822580.761,-1775578.226,-3811988.847
622,3.5654,5.4945,-69.6073,-70.9905,-149.5372,-112.0194,-2932.1076,-225.9834,-9943.3189,-46092031.65,-55517868.27,-73475565.35,-106505499.9,-173032936.8,-309683559.7,-611796228.6,-1201836550,-2511434280,-5238361181,422856.5994,878460.1121,7231724.755,-61045.9506,-104843.2676,-196802.205,-405357.7536,-825587.0793,-1782018.513,-3825724.743
623,-9627.4917,-25175.0667,-48966.2238,-59981.3182,-108440.0538,-18641.1924,-25350.6267,-1033.628,-25076.6038,-45504248.27,-54837702.78,-72622428.05,-105434477.8,-172057334.3,-308220858,-608179633.5,-1194349799,-2495826736,-5205845087,429752.9899,863698.2539,7180825.307,-60805.2056,-104620.3279,-196499.926,-404640.176,-824146.0826,-1778931.277,-3819137.149
624,2.3548,-6.0503,-218.1461,-304.1928,-865.0571,-1375.1558,-37617.5239,-4690.0671,-165362.7502,-90574759.26,-108804697.1,-143625543.1,-207914172.2,-337359374.4,-602898911,-1188523976,-2332181562,-4865352760,-10132322674,772874.0406,1622436.144,13343923.9,-70334.9794,-120572.5237,-225975.2436,-464778.4523,-945620.6762,-2039049.057,-4373707.072
625,8.6568,7.4515,-494.6875,-5582.2714,-546.3283,-505.576,-8276.4864,-689.6507,-28792.8128,-89146357.74,-106986691.9,-141091480.3,-203885938.2,-330322723,-589684610.6,-1162445563,-2279344056,-4755404141,-9904163180,770505.1667,1603164.305,13194700.74,-70054.6387,-120061.9749,-224979.1135,-462743.5046,-941363.2272,-2029936.362,-4354291.159
626,5.9676,10.0773,-153.819,-193.8722,-206.5417,-117.4283,-789.3375,-205.2381,-239.5573,-70796455.29,-84891043.11,-111812041.4,-161185425.5,-260551843.5,-464489830.3,-915715919.6,-1794650331,-3746387949,-7806951424,626741.9345,1295241.686,10653353.19,-66713.3367,-114342.6473,-214293.1507,-440924.0532,-897139.4304,-1935260.626,-4152484.799
627,1.4935,4.0603,5.1965,-98.7716,-253.4101,-47.1108,-446.1247,-131.3768,-5196.841,-54130252.58,-65035828.84,-85873466.04,-124084948.7,-201011424.2,-358910801.4,-708431174.8,-1389328021,-2902141526,-6051237013,498243.0177,1021148.441,8411203.112,-63102.1867,-108267.7748,-203071.012,-418098.7978,-851078.6128,-1836622.098,-3942173.461
628,2.2183,5.3775,-20.8195,-13.432,-330.5845,-167.6556,-549.4322,-1126.6369,-15560.078,-55378943.52,-66764132.34,-88526010.9,-128638392.1,-209455736.6,-375436437.4,-741730603.1,-1457243219,-3043631969,-6345515951,507609.0557,1045533.491,8638964.017,-63591.3754,-109216.3525,-205001.4849,-422125.823,-859548.6502,-1854762.771,-3980855.396
629,1.6343,6.6868,-0.21129,-140.9542,-49.7699,-163.1126,-501.0833,-245.7055,-8004.2193,-55375198.49,-66647861.14,-88163198.37,-127752241.1,-207453263.1,-371161354.5,-732829306.3,-1438793294,-3005198950,-6265598286,503653.5603,1039405.678,8573406.024,-63498.49,-108996.3109,-204512.3691,-421071.2847,-857294.2405,-1849934.595,-3970560.742
630,0.44775,2.4248,5.6656,-149.8133,-136.8292,-35.8749,-852.0679,-312.0468,-4303.997,-27043893.59,-32558422.4,-43014616.06,-62138747.28,-100612827,-179695169.1,-355310719.7,-697811631.3,-1460325393,-3050042728,260407.7104,539339.3626,4423232.181,-54105.5113,-92979.4351,-174639.0484,-360087.3808,-733860.2365,-1585448.951,-3406354.176
631,0.68479,2.2364,7.0491,-319.5242,-119.8469,-23.2856,-604.6936,-52.8724,-418.9898,-26140398.34,-31522859.52,-41723444.79,-60427184.25,-98074085.1,-175463477.8,-346978397,-682021748.6,-1427374084,-2981408021,251559.1966,521063.6113,4286153.961,-53760.0455,-92441.9452,-173705.1901,-358183.9999,-730139.8893,-1577473.311,-3389333.611
632,0.52055,2.2011,4.7379,-32.898,-4.179,-0.30871,-9.6013,1.517,-25.8676,-26648386.55,-32158531.21,-42624162.17,-61811593.67,-100468795.3,-179950310.7,-356049705.4,-699997657.5,-1464889610,-3059567522,259219.8873,533958.1046,4396676.694,-54041.6231,-92951.4859,-174698.0885,-360261.1677,-734381.9682,-1586567.567,-3408742.379
633,3.9776,7.8792,-73.8273,-386.6744,-374.4386,-194.53,-1337.7594,-1177.6389,-19504.8201,-85807805.64,-103171398.3,-136435096.9,-197714250.6,-321148415.3,-574520909.5,-1133487819,-2223933300,-4640075150,-9664517297,755719.0664,1560132.665,12874100.14,-69612.8662,-119374.6509,-223798.1572,-460408.0423,-936754.5673,-2020071.206,-4333265.632
634,4.0261,9.3484,-3.8143,-260.744,-33.8988,-2159.9009,-914.5163,-374.7456,-399.8045,-83536798.62,-100094991.4,-131748310.4,-189827470.4,-306690381.3,-546424539.1,-1076631003,-2108850369,-4400537261,-9166749284,731050.702,1508730.268,12413191.04,-69030.0788,-118256.957,-221538.2783,-455671.5596,-926863.7257,-1998898.396,-4288138.712
635,5.3115,0.88245,-0.96531,-243.6483,-293.9341,-736.8547,-148.5396,-160.5431,-954.2566,-89762915.35,-107562135.7,-141625697.5,-204139017.8,-329962267.5,-588036842.5,-1158722938,-2269490073,-4734898466,-9861630841,785221.2439,1617073.793,13309015.5,-70074.6572,-120037.8625,-224856.7243,-462455.8391,-940568.3241,-2028234.918,-4350666.326
636,7.1363,10.8362,-199.093,-23389.9272,-7531.5917,-528.4776,-2053.0272,-1932.3925,-44419.2385,-63688429.99,-76743086.9,-101699428.2,-147686398.3,-240449215.8,-430904672.1,-850793196.9,-1671126181,-3489140819,-7271951991,575048.4761,1184585.49,9791740.294,-65483.043,-112431.8768,-210977.0803,-434285.7414,-884118.8481,-1907380.163,-4093042.667
637,3.7085,10.0554,-189.0184,-2047.5851,-2956.9195,-13631.4124,-32268.3094,-1201.7999,-41328.3363,-57282244.78,-68744051.36,-90654258.72,-130712565.3,-211385964.3,-377251616.4,-743961186.7,-1457302599,-3043754833,-6345705054,537879.4682,1074790.13,8886529.04,-63804.8998,-109422.9043,-205199.9489,-422375.4391,-859536.2471,-1854736.168,-3980796.923
638,3.1973,6.4239,-8.6209,-1735.2214,-2663.619,-118.5995,-661.463,-1480.4733,-17727.2638,-58209179.6,-69752652.49,-91761552.3,-132001216,-212896366.1,-379056745.8,-747409962.9,-1464061358,-3057834612,-6375050375,527204.4877,1082914.026,8898369.046,-63942.4539,-109592.6784,-205413.7735,-422795.5918,-860377.5079,-1856537.892,-3984640.391
639,-191.3588,-245.4784,-355.4732,-2460.7869,-8064.4657,-2397.4835,-25278.2284,-4032.516,-142249.7925,-178350052.4,-213006858.4,-279727425.3,-401958253.5,-647615814.9,-1151781415,-2266370498,-4429362184,-9226642452,-19188794499,1507563.618,3065709.654,25253388.15,-80241.0177,-137167.0975,-256546.2262,-526990.5566,-1070561.952,-2306381.847,-4943276.647
640,10.3681,3.5962,-73.3184,-1305.0324,-1486.4815,-330.7379,-527.7963,0.79232,-7.3319,-161145019.2,-192714095.2,-253377570,-364848496.6,-589098410,-1049004382,-2064483852,-4039442005,-8416187865,-17506983382,1344500.954,2772716.668,22828822.38,-78742.1041,-134686.8306,-252005.4182,-517745.6308,-1052114.638,-2266923.107,-4859233.876
641,6.3458,5.9281,-4.984,-2203.1883,-1748.1947,-106.062,-2247.3717,-231.3015,-554.5728,-151471548.9,-181397575.6,-238941861.1,-344698923.3,-557688328.9,-994690457.7,-1958786562,-3834451645,-7990038508,-16622347157,1286072.569,2631361.59,21718797.66,-77868.1163,-133260.4349,-249438.0432,-512568.0682,-1041749.307,-2244749.789,-4812001.926
642,-23359.3739,-44534.1178,-17171.0132,-5405.712,-188.5909,-3585.1872,-20120.7111,-16926.73,-339619.5208,-32110863.34,-38253674.07,-50100935.93,-71488809.09,-114518588.8,-202877820.3,-400274571.4,-782385932.9,-1636741231,-3416787187,313967.7991,633917.4707,5178372.653,-55784.5612,-95623.8817,-179273.7595,-369425.5698,-752064.1152,-1624467.981,-3489584.863
643,-1805348.931,-597230.125,-224052.8788,-68143.9967,-125216.2532,-18714.1854,-119470.5718,-5391.9046,-137056.9244,-42292401.98,-49472027.33,-64328613.99,-91907426.61,-147830411.1,-262957635.3,-518597159.1,-1018246719,-2128701837,-4441539654,352118.4527,761513.3576,6133752.112,-58756.7614,-100878.2072,-189363.3276,-390190.0746,-795044.1343,-1716580.81,-3686140.601
644,-11862.4091,-11746.0647,-7281.0823,-14933.9081,-7930.1904,-886.3459,-236.8732,1.6864,-114.0228,-28602239.39,-34456798.15,-45608526.86,-66051654.18,-107299481.1,-192072297.2,-379988168.1,-746931317.7,-1562827373,-3263583458,274823.8421,568184.6328,4674051.684,-54837.457,-94315.407,-177244.8087,-365481.617,-744959.9725,-1609243.41,-3457133.695
645,0.90069,4.5053,3.5683,-69.6796,-107.0309,-138.86,-620.8219,-168.735,-5609.4676,-21135760.61,-25562311.6,-33972667.48,-49387736.98,-80431841.89,-144252126.7,-285861964.4,-562422871.7,-1177709444,-2461129636,212810.6921,437884.8074,3599519.596,-51293.5044,-88317.2844,-166115.4254,-342809.3639,-699130.2434,-1510984.164,-3247414.541
646,-21318.8109,-18709.4624,-36769.8079,-148366.7983,-676572.9066,-126807.42,-60019.9704,-5828.6079,-114734.9716,-19313340.35,-23309077.59,-30998766.57,-45217892.46,-74098629.63,-131989960.7,-260017788,-511350358.7,-1071035935,-2238518008,200487.1219,386621.8169,3209217.98,-49816.889,-86240.2922,-162376.8897,-334767.7562,-683001.972,-1476393.017,-3173534.488
647,0.87356,3.9711,6.9768,-244.812,-446.2558,-217.6958,-206.2777,-77.6183,-305.2315,-22058186.17,-26615902.74,-35248476.19,-51063946.5,-82884287.86,-148357774.6,-293478519.3,-576898456.4,-1207934483,-2524143432,218227.6385,446763.9368,3683095.159,-51697.0208,-88935.3312,-167191.8256,-344875.3073,-703177.7519,-1519663.676,-3265943.65
648,4.6191,-0.52591,-35.4114,-939.8017,-114.7993,-9542.8255,-4335.2472,-6501.283,-49745.6229,-83146534.23,-100218564.9,-132996164.3,-193534557.8,-315573674.5,-566080535.8,-1118118760,-2196444872,-4582841974,-9545492928,740612.595,1528545.746,12630285.48,-69301.6476,-118942.0991,-223119.4744,-459131.8559,-934406.7111,-2015044.969,-4322551.224
649,4.7829,13.1803,-75.6626,-3831.4739,-1992.3787,-832.1979,-3986.5938,-987.5179,-31917.1627,-76931219.3,-92471101.08,-122173609.2,-176868504.5,-287046041.5,-513315597.6,-1012622054,-1987023182,-4146922151,-8639513194,677458.5697,1402939.493,11569141.41,-68020.577,-116655.404,-218729.2943,-450044.8615,-915817.5875,-1975250.679,-4237730.668
650,4.3711,7.0629,-96.2138,-807.1676,-7521.1615,-6769.1749,-9291.9437,-8580.3733,-12455.6789,-81280398.29,-97016587.74,-127002383.9,-181810132.9,-291963754.6,-517821856.2,-1018099453,-1990605618,-4154356291,-8655016620,701900.3702,1444197.12,11880139.81,-68407.7312,-117058.1734,-219113.0515,-450530.0368,-916142.7468,-1975946.35,-4239214.631
651,4.8065,8.0869,-10.2931,-1299.4945,-121.2672,-1188.9252,-330.4579,-166.9148,-210.8539,-94586878.06,-113528119.8,-149847696.6,-216647811.7,-351112086.2,-626995249.4,-1236439454,-2423595287,-5055609732,-10528058533,829859.4863,1708241.582,14075433.83,-70935.5636,-121562.1939,-227779.7771,-468496.5353,-952929.0448,-2054692.484,-4407053.767
652,-13086.2749,-31075.0002,-75867.6279,-582273.5556,-126893.737,-12660.7627,-242277.0085,-11426.2255,-14886.053,-91079480.85,-109662808.9,-145445462.3,-211283413.9,-343897029.2,-618303298.1,-1221120832,-2396336672,-4998849848,-10410072376,848594.8313,1669912.106,13884463.51,-70424.9578,-120904.2393,-227011.9419,-467122.4401,-950513.2835,-2049520.78,-4396030.733
653,6.0754,-2.7524,-9.1536,-1275.8543,-295.5152,-1304.3709,-10574.5498,-67.0983,-486.4301,-96579910.68,-115931551.5,-153056223.7,-221308800.8,-358691355.4,-640668305.1,-1262805446,-2474276100,-5161073442,-10747187775,856748.9779,1739810.118,14391550.67,-71244.8038,-122088.0502,-228766.433,-470466.663,-956837.6028,-2063058.159,-4424882.197
654,1.4461,6.6335,4.2613,-15.8974,-98.7094,-348.7547,-480.8634,-725.0789,-2412.603,-35505733.06,-42916036.1,-57058918.47,-83098411.23,-135588728.8,-243466741.5,-481850646.9,-947822824.7,-1981871862,-4136192825,341046.6095,700563.7199,5785524.101,-57789.1623,-99406.489,-186821.1376,-385096.1058,-784785.9455,-1694599.676,-3639254.773
655,3.4995,3.2109,-36.2778,-421.7942,-94.7713,-32.4542,-6.0736,2.6677,2.2063,-32240328.75,-38884018.9,-51518631.83,-74700035.4,-121396277.6,-217392661.6,-429911817.8,-844890844.6,-1767195295,-3689217779,308700.2522,635614.0345,5235590.07,-56423.2766,-96997.1257,-182224.588,-375624.7374,-765446.2615,-1653153.793,-3550830.126
656,1.4669,5.2745,7.4148,2.5458,-42.5786,-41.3331,-18.115,-10.9308,-53.2971,-36882028.69,-44462329.84,-58907678.81,-85435950.83,-138863437.1,-248684283.4,-491636659.7,-965991391.4,-2019762964,-4215086094,349939.7512,718796.7933,5929259.881,-58149.5486,-99933.4861,-187692.5194,-386785.9445,-788016.7682,-1701523.063,-3654025.169
657,4.1472,8.4248,-4.1029,-660.8702,-3775.3456,-3858.2754,-47850.5876,-1806.7019,-77342.3662,-109617124.9,-131268557,-172917090.7,-249187837.8,-402826811.3,-717904831.5,-1414007058,-2766443566,-5768956430,-12009863290,974994.0185,1960867.945,16203203.68,-72983.5638,-124968.1548,-234010.7155,-481103.6281,-978064.1222,-2108486.532,-4521686.978
658,4.9655,8.646,-23.2405,-702.9298,-144.0713,-872.9801,-54.9842,1.7355,-148.8386,-108674288.8,-130230573.6,-171554371.9,-247473413.8,-400283849.5,-713767388,-1406281516,-2754547573,-5744217869,-11958680152,936498.6865,1929726.157,15897902.24,-72883.9074,-124814.2867,-233751.2129,-480602.8497,-977268.1897,-2106783.381,-4518060.75
659,3.2703,9.7205,-10.4085,-459.2086,-1920.5065,-192.7804,-1544.0182,-264.2645,-11503.3033,-107616803,-128901844.9,-169719312.2,-244590941.9,-395325820.5,-704514774.7,-1388042338,-2717529155,-5667201376,-11798653876,936116.5956,1918333.349,15805952.26,-72710.6526,-124502.2057,-233145.0151,-479364.4902,-974674.47,-2101232.611,-4506232.047
660,0.90022,3.9798,2.0472,-298.1781,-302.4011,-223.2039,-1194.7554,-2379.1619,-24548.793,-25410461.5,-30808178.87,-40564456.71,-58342087.79,-94063242.05,-167438595.1,-330720044.9,-648577593.3,-1357560424,-2835878437,247954.0911,511023.1817,4186472.442,-53320.3698,-91555.6501,-171859.6925,-354312.7959,-721931.2516,-1559873.876,-3351767.405
661,0.93454,4.8855,4.1418,-35.4123,-87.1117,-59.9196,-601.8602,-94.5041,-1578.8093,-24673554.14,-29747260.5,-39361728.55,-56964339.07,-92388932.82,-165206226.8,-326838175.4,-642305490.7,-1344478651,-2808687261,239963.1184,496952.6392,4079186.916,-53031.4441,-91188.3385,-171350.3689,-353397.6984,-720408.2986,-1556609.307,-3344803.708
662,1.4538,7.3822,-6.355,-356.7226,-188.862,-3.5797,-334.1852,-37.8831,-590.9017,-23245657.15,-28048019.82,-37153862.88,-53822991.68,-87398970.81,-156407084,-309521572.8,-608501727.6,-1273914575,-2661649072,227705.6467,471128.6554,3869959.157,-52336.226,-90031.1046,-169225.2238,-349069.6041,-711696.2625,-1537929.737,-3304933.749
663,-1634412.367,-1360542.305,-1166078.719,-419861.093,-58356.4142,-154237.8194,-406027.3706,-52470.4358,-861408.2243,-169207592.3,-201497460.2,-264541937.5,-382121025.3,-622080718,-1114739679,-2199665019,-4321609630,-9002535604,-18722160344,1339718.959,2871372.137,23430006.42,-78929.925,-135134.1804,-252996.6304,-519913.1378,-1057016.546,-2277407.956,-4881558.565
664,-329970.8342,-330084.7927,-453568.1883,-80692.9861,-106568.9789,-87978.0376,-138523.9771,-210543.22,-528580.5726,-170701304.5,-207236469.3,-277983988.6,-409049398.4,-675314268.6,-1223484983,-2422954750,-4771684759,-9937555095,-20663242142,1514920.468,3078626.491,25644577.83,-80133.3921,-137488.0946,-257866.238,-530207.9895,-1078318.068,-2322968.425,-4978600.836
665,-166795.5401,-171877.631,-229875.5892,-92045.0056,-20634.6322,-75306.8415,-104634.1424,-128556.2948,-307506.1535,-168777171.5,-199312984.1,-257349749.8,-361584957,-571709317.6,-1002421745,-1961402816,-3814206144,-7947616071,-16533517061,1327674.692,2776557.427,22524164.81,-77959.0925,-132535.6314,-246886.9632,-506473.5442,-1027508.97,-2214276.125,-4747061.674
666,3.3778,8.4457,-122.1216,-3317.1209,-6556.2406,-1847.2943,-2624.3546,-1347.1996,-1709.1929,-101577119.9,-122055453.1,-161349833.1,-233602448.2,-379218879.6,-678295917,-1338085777,-2623577472,-5471726494,-11392600178,896792.0526,1833098.218,15135226.89,-72031.8529,-123461.5439,-231383.5968,-475889.5034,-967930.5593,-2086799.717,-4475476.687
667,-16.3328,-23.3266,-35.5088,-508.7513,-6361.8199,-721.6825,-9072.5775,-807.7883,-789.9609,-109612892.2,-131087517,-172189930.1,-247621476.7,-399299809,-710176798.1,-1398166004,-2736556078,-5706783962,-11880915039,928882.7612,1934054.975,15867536.04,-72891.0095,-124750.5382,-233514.9414,-480050.5534,-976007.7742,-2104085.96,-4512312.789
668,-47082.5124,-18443.5388,-12959.7055,-7551.0204,-10805.225,-24725.7773,-68513.1045,-2380.7985,-85191.4594,-109665685.7,-131514783.6,-173359154.3,-250518259,-405792565.9,-724261183.6,-1427864148,-2800290894,-5839368490,-12156107213,921056.5249,1945867.203,15919567.73,-73041.9549,-125126.8286,-234393.6444,-481981.3355,-980320.0693,-2113314.23,-4531973.484
669,2.6714,6.196,-4.6339,-118.5243,-75.619,-237.3291,-15158.9786,-5694.3922,-177005.4335,-76490193.99,-92002638.62,-121629493.1,-176340776.8,-286551256.6,-512752353.7,-1011042853,-1984953334,-4142595162,-8630189285,666440.1305,1385069.032,11446416.18,-67975.6752,-116609.0413,-218670.5931,-449880.7505,-915584.214,-1974750.6,-4236657.674
670,-39564.0714,-33175.9882,-137454.6945,-1021267.529,-204587.2729,-622924.3478,-12043444.18,-1403947.804,-42202616.24,-70846389.6,-85502653.15,-112385264.5,-163661744.6,-267525702.2,-482325839.7,-947186908.2,-1870151394,-3900508539,-8066313235,555260.878,1390550.275,10040184.76,-65926.7516,-113320.6163,-212858.33,-437391.4681,-893103.3779,-1926470.415,-4131270.852
671,-65897.2684,-194347.785,-248278.7735,-745714.3597,-752388.5912,-362813.8228,-285435.1949,-9691.8315,-290808.8372,-63137420.68,-75452998.03,-98475675.7,-140451685.2,-224988406.5,-397969547.1,-783359377.1,-1536840343,-3209416463,-6689728969,529432.8143,1122839.746,8992573.543,-63967.3843,-109524.5145,-204994.2947,-421805.8728,-858671.1565,-1852882.233,-3976826.168
672,13.4569,-33.6304,-397.1969,-7999.3197,-3319.7988,-3230.6525,-23587.3606,-43906.2854,-498259.2775,-124409561.1,-147709762.2,-192241099,-273036888.4,-435255249.7,-767626936.7,-1507571580,-2938332993,-6126399522,-12751398206,1052300.366,2162835.229,17654979.98,-74319.3523,-126880.3138,-237078.387,-487090.8114,-989449.1387,-2132848.094,-4573584.458
673,4.6026,5.7838,-85.5416,-740.6573,-2366.8748,-159.086,-471.1599,-686.9266,-11324.6731,-122315171,-146277342.2,-192237522.8,-276488573.4,-446045110.5,-793683153.6,-1562422735,-3056816534,-6372985963,-13264646033,1045365.597,2148406.545,17685217.18,-74529.5312,-127535.1767,-238702.7775,-490629.767,-997310.05,-2149671.302,-4609444.589
674,5.045,11.1206,-103.936,-348.9487,-772.9612,-95.9411,-154.0264,-31.5244,-1048.5561,-122138989.2,-146208012.6,-192393004.6,-277210702.5,-447869404.5,-797807264.3,-1571200830,-3075706667,-6412280151,-13346289539,1043831.977,2150576.534,17700278.84,-74569.4708,-127639.8887,-238948.3575,-491170.9526,-998510.929,-2152240.984,-4614920.162
675,1.9874,7.6458,-6.332,-379.2224,-1183.4867,-156.9808,-86.4994,-4.9382,-293.8691,-55468657.65,-66673953.52,-88061874.6,-127332266.5,-206357622.2,-368550629.6,-727462056.6,-1427026759,-2980686506,-6214637450,506123.7993,1043291.507,8589455.802,-63453.0798,-108873.1617,-204207.881,-420423.329,-855829.1201,-1846796.739,-3963870.432
676,2.0158,7.2982,-4.4535,-494.755,-135.0277,-191.7507,-2960.9849,-360.6164,-15684.9349,-50789782.8,-61108010.39,-80763980.4,-116937184.9,-189707922.9,-339204241.2,-669590333.6,-1314663203,-2746564428,-5727560930,460665.5397,955275.9403,7871024.763,-62298.3534,-106937.109,-200656.5695,-413170.4651,-841307.8916,-1815694.097,-3897543.481
677,1.7728,6.7044,-1.5333,-73.5585,-974.8517,-74.5707,-609.2067,-424.8928,-13752.6735,-49527777.22,-59645928.69,-78954346.23,-114481425,-186050845.8,-333050713.3,-657713723,-1291806990,-2698935602,-5628475826,454252.861,936624.1649,7734213.837,-62012.4523,-106492.1965,-199879.0756,-411616.8826,-838225.9875,-1809092.631,-3883465.379
678,7.5091,4.3504,-107.9494,-5371.3813,-6362.0493,-1039.8915,-18680.9848,-7377.9728,-198543.4963,-93773940.8,-112134788.2,-147344002.7,-211630616.8,-340944162.8,-605928717.1,-1193587583,-2333775148,-4868659217,-10139115012,835235.8623,1698758.745,13961535.93,-70588.2139,-120827.6097,-226198.9709,-465165.211,-945732.305,-2039287.824,-4374215.084
679,2.552,-37.3308,-505.2065,-31879.5091,-8052.3348,-5650.095,-9246.1149,-69.7518,-1522.1934,-115032346.8,-137760235.1,-181321188.4,-261316409.6,-422341910,-752517558.5,-1482986662,-2904311154,-6055768906,-12605825402,982491.8935,2042456.451,16749382.25,-73683.437,-126153.7495,-236206.7856,-485640.5311,-987423.9544,-2128516.546,-4564370.29
680,-2.2613,7.7848,-5.6018,-1012.3288,-149.4596,-457.9328,-311.4477,-23.4631,-1383.917,-127578323.1,-152802488.3,-201216607.9,-290113674.7,-469200079,-836392198.2,-1647430386,-3225320733,-6723450857,-13992514827,1092856.459,2244119.682,18491924.89,-75251.1945,-128820.2777,-241171.6814,-495722.3543,-1007732.105,-2171971.709,-4656958.342
681,1.3483,8.011,-13.3562,-262.1374,-323.7994,-867.8148,-9675.4899,-2686.9914,-2865.8597,-21263273.87,-25866774.61,-34671264.35,-50897738.41,-83675267.96,-151140426.5,-300033107,-591581062.6,-1238579803,-2588002764,222053.8334,447682.9521,3714321.615,-51651.9502,-89122.8717,-167894.3431,-346594.3043,-707159.2248,-1528200.591,-3284165.935
682,1.8135,8.3076,-274.0174,-584.4145,-1642.5424,-185.7315,-3727.7249,-554.6428,-18147.3584,-22325211.43,-27033267.42,-35958175.8,-52388208.58,-85511178.83,-153635406.9,-304328297.9,-599534036.8,-1255189980,-2622576185,217332.8879,453975.0599,3738792.371,-52003.5095,-89572.3554,-168523.4654,-347708.0267,-709272.3459,-1532732.069,-3293835.751
683,1.2954,8.0862,-44.9232,-507.2519,-1214.6461,-377.1341,-3655.0335,-764.7778,-1009.7622,-21050637.25,-25348535.53,-33450326.52,-48252730.04,-78034610.72,-139202265.4,-275207763.2,-540647527.3,-1132237281,-2366361173,203224.3104,425339.6732,3478164.53,-51010.437,-87693.2126,-164750.1146,-339830.7789,-692858.5896,-1497534.456,-3218703.593
684,2.7101,6.3596,-21.5713,-1162.3088,-1670.9149,-287.198,-230.796,-231.5814,-4208.698,-47062964.6,-56531295.79,-74561223.01,-107555558.7,-173955309.3,-310442998.9,-612799007,-1201889420,-2511544452,-5238607136,435217.5006,892994.3443,7349971.344,-61175.3118,-104962.3489,-196904.2676,-405497.1553,-825591.0095,-1782026.938,-3825743.287
685,1.6974,7.2513,-50.4415,-219.9788,-495.9702,-429.3675,-7531.6553,-291.7255,-14545.4699,-38534987.56,-46405244.09,-61349244.5,-88832405.49,-144147414.8,-257812398.2,-509355354.1,-1000819503,-2092384351,-4366218512,354725.3202,741375.9828,6088829.461,-58654.8,-100755.5795,-189169.0261,-389752.3661,-794029.6468,-1714407.295,-3681508.966
686,2.7517,6.8186,-32.1078,-567.4525,-165.3644,-2.8634,-566.9892,-342.2835,-5927.9426,-50591772.02,-60745947.21,-80104118.56,-115555776.6,-186905009.6,-333373489.8,-658001719.1,-1290292210,-2695779379,-5621931289,463534.8515,956928.1263,7860308.231,-62138.3135,-106597.262,-199921.1159,-411656.8154,-838023.778,-1808659.513,-3882542.41
687,5.4349,9.4325,-37.4995,-142.7352,-139.0249,-551.4016,-3739.0342,-2862.7635,-74501.1807,-83095583.88,-99956413.11,-132226629.3,-191759069.2,-311750433.1,-558001980.4,-1100520140,-2159847623,-4506678824,-9387152174,730910.918,1506106.537,12460496,-69172.1436,-118649.5623,-222475.6041,-457674.5996,-931279.3461,-2008350.625,-4308281.83
688,-45997.3914,-66030.5958,-165774.1211,-230027.3613,-145688.1632,-41400.9391,-450243.7139,-17098.095,-116741.6628,-85242478.85,-102993095.1,-137851365.8,-202374070.6,-331987159,-597562879.1,-1180895507,-2316576831,-4832845521,-10064886443,845170.8942,1637958.219,13571910.45,-69889.6495,-120149.7623,-225571.9841,-464198.8692,-944453.2398,-2036549.609,-4368381.61
689,4.5225,10.1293,-153.5975,-1323.1239,-820.8665,-1409.3764,-989.744,-1702.0848,-23223.3451,-80401440.94,-96718267.21,-127986184.9,-185635493.2,-301709136,-540110570,-1065790541,-2091707342,-4364845560,-9092496590,714686.3674,1468127.684,12139424.51,-68709.1166,-117857.4574,-221010.7142,-454731.8724,-925328.5104,-1995611.75,-4281131.862
690,10.4167,-25.1831,-208.1898,-101.7738,-244.1394,-179.8033,-2428.9256,-229.6352,-263.0027,-137679926.9,-164659117.6,-216405646.2,-311445249.9,-502632201.8,-894543551.6,-1760587605,-3445092733,-7180482358,-14941559488,1156298.305,2392253.513,19673098.15,-76322.4387,-130579.5605,-244359.8981,-502152.4947,-1020626.351,-2199559.966,-4715734.471
691,0.39812,1.3375,-50.3373,-1509.8102,-1083.4239,-1961.7725,-7983.0185,-2546.6347,-75652.08,-135997113.9,-162883641.9,-214392075.5,-309200517.5,-500098396.3,-891681965.5,-1754419035,-3435368323,-7160250589,-14899350382,1143185.677,2348739.553,19416126.48,-76208.6963,-130443.3583,-244195.3978,-501786.8571,-1020021.263,-2198265.232,-4712973.76
