,mean_MFCC_2nd_coef,mean_MFCC_7th_coef,mean_MFCC_10th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta
418,3.5387,-0.52603,-0.33481,0.46292,0.73642,0.33102,0.25007,0.32141,0.25696,0.10192,0.059301,0.062973,0.050616,0.047895,0.053873,0.052322,0.045993,0.044957,0.043583
419,3.2668,-0.57921,-0.17703,0.298,0.4882,0.46465,0.36588,0.39459,0.17856,0.02635,0.041021,0.046277,0.043127,0.041715,0.044335,0.044191,0.036146,0.035438,0.035167
420,2.6067,0.92283,-2.0273,0.22119,0.2773,0.38772,0.26472,0.25602,0.35472,0.045461,0.033286,0.039497,0.056735,0.04859,0.037978,0.034877,0.030403,0.033813,0.031797
421,3.359,0.46561,-2.2663,0.33236,0.25945,0.28866,0.26408,0.25609,0.18983,0.039085,0.045157,0.034176,0.035408,0.038637,0.045078,0.038933,0.029182,0.040269,0.028641
422,2.7227,0.77874,-1.9481,0.28935,0.23688,0.25037,0.2801,0.27624,0.21775,0.032551,0.035077,0.035953,0.043772,0.039876,0.04046,0.034337,0.029466,0.037664,0.024102
423,4.0227,-0.83549,-0.47844,0.55781,0.38745,0.32591,0.31295,0.35155,0.28772,0.081075,0.092711,0.05076,0.048982,0.050325,0.05279,0.038157,0.042867,0.044479,0.048777
424,4.4103,-0.6064,-0.66366,0.54013,0.44511,0.31192,0.26186,0.2435,0.23467,0.04153,0.066942,0.051925,0.048981,0.0438,0.038315,0.035178,0.034281,0.029719,0.030862
425,3.9355,-0.245,-0.19583,0.91,0.5556,0.35182,0.37166,0.34053,0.23999,0.048941,0.11399,0.071068,0.057448,0.058655,0.043024,0.040426,0.042162,0.043052,0.032181
426,0.20898,0.033628,-0.35169,2.0212,1.0908,1.5142,0.74846,0.64208,0.42323,0.32864,0.22611,0.094727,0.092022,0.078824,0.096696,0.11038,0.094173,0.06652,0.070874
427,0.90073,-0.80695,-0.8655,1.6215,1.1204,0.99039,0.56021,0.55311,0.49664,0.29908,0.1701,0.10237,0.080092,0.091909,0.079518,0.087223,0.063967,0.058477,0.07236
428,0.85561,-0.42358,-0.84713,1.736,1.112,1.0436,0.63932,0.72222,0.40209,0.27274,0.1588,0.086145,0.077881,0.08249,0.076106,0.083887,0.082713,0.070744,0.050811
429,1.0648,-1.2337,-0.89898,0.45035,0.27646,0.28651,0.2066,0.17616,0.17367,0.017607,0.072132,0.047069,0.037556,0.034816,0.023494,0.027059,0.023376,0.031992,0.041129
430,1.1264,-0.85752,-1.1125,0.4848,0.36792,0.22618,0.14924,0.19176,0.17739,0.016281,0.057736,0.03713,0.034068,0.031869,0.022646,0.024676,0.025424,0.028913,0.048974
431,1.5916,-0.71155,-1.0165,0.77541,0.40263,0.40909,0.2915,0.18306,0.26078,0.025503,0.087674,0.056923,0.033976,0.04784,0.038627,0.03808,0.032516,0.025638,0.042296
432,2.0498,-0.56546,-1.1527,0.36386,0.57358,0.30649,0.23718,0.28179,0.30632,0.079804,0.038368,0.054688,0.054399,0.043677,0.03685,0.047268,0.037246,0.039049,0.049101
433,2.635,-0.6347,-0.89317,0.35417,0.29969,0.32791,0.25035,0.23518,0.25303,0.071006,0.062333,0.047466,0.04973,0.040523,0.047322,0.050411,0.041478,0.041968,0.045037
434,1.5651,-0.73331,-1.3729,0.40042,0.34952,0.24653,0.38989,0.43221,0.25056,0.074882,0.069549,0.049694,0.069471,0.060474,0.064798,0.035395,0.042693,0.047591,0.041688
435,-0.44729,-0.38321,-1.8834,0.49342,0.41328,0.38764,0.2893,0.23361,0.24287,0.019916,0.059793,0.052609,0.063345,0.064153,0.038476,0.053138,0.047788,0.038388,0.036762
436,-0.54052,-0.10383,-0.96695,0.5612,0.73516,0.34884,0.43454,0.30081,0.2294,0.026672,0.057391,0.055315,0.059946,0.063702,0.050297,0.05191,0.051442,0.054164,0.033792
437,0.35469,-0.33434,-1.3685,0.43234,0.41792,0.33704,0.2809,0.28188,0.38854,0.026869,0.082692,0.063104,0.078292,0.065218,0.052628,0.044452,0.045559,0.036481,0.041157
438,0.60501,-0.43585,0.72045,0.39424,0.52384,0.35454,0.25304,0.26922,0.22052,0.071754,0.061853,0.097914,0.069195,0.07485,0.066964,0.063313,0.048728,0.040594,0.035486
439,0.79078,-0.61345,0.5457,0.43877,0.6691,0.28971,0.32254,0.22619,0.20196,0.042543,0.069138,0.13006,0.063974,0.043388,0.054925,0.041679,0.060687,0.036005,0.025149
440,-0.05265,-0.6922,-0.37644,0.44113,0.70245,0.33127,0.24586,0.29203,0.24698,0.049114,0.053011,0.087238,0.057454,0.051911,0.053389,0.037872,0.042662,0.048728,0.046395
441,-0.44224,-0.68209,-1.4159,0.30939,0.32696,0.24052,0.2572,0.2462,0.22886,0.031974,0.041849,0.038035,0.049742,0.036678,0.036293,0.030855,0.037572,0.039408,0.027461
442,-2.3871,-0.6274,-1.7328,0.37967,0.28185,0.22301,0.19496,0.17922,0.16618,0.026347,0.057731,0.041563,0.041052,0.034005,0.02769,0.031863,0.02577,0.027518,0.023829
443,0.99003,-0.13034,-2.1122,0.31637,0.38998,0.26449,0.30398,0.27729,0.21643,0.029494,0.044844,0.048584,0.044867,0.034466,0.037719,0.036846,0.047136,0.044287,0.033118
444,-0.47292,-0.50219,-1.3051,0.44359,0.43342,0.21938,0.14711,0.14369,0.13061,0.030924,0.066808,0.056459,0.039793,0.022992,0.025775,0.03363,0.019092,0.021245,0.021269
445,-0.27045,-0.24428,-0.8629,0.42522,0.34568,0.25155,0.21549,0.20966,0.18757,0.027384,0.069428,0.06652,0.045947,0.056482,0.040749,0.043345,0.036972,0.04001,0.034511
446,-0.99061,-0.37092,-0.8717,0.38669,0.30754,0.1935,0.1827,0.14247,0.10814,0.035946,0.063219,0.051866,0.048948,0.037157,0.037772,0.033951,0.028697,0.021766,0.020083
447,-1.1256,-0.37972,-1.1706,0.25889,0.36199,0.2041,0.30377,0.27551,0.22298,0.013712,0.032449,0.034703,0.034596,0.034518,0.031785,0.032112,0.031968,0.024419,0.032216
448,-1.0357,-0.83088,-1.7044,0.3482,0.32445,0.30265,0.30245,0.24839,0.22318,0.018072,0.043291,0.043656,0.040607,0.036546,0.036764,0.039923,0.037777,0.024078,0.034841
449,-1.4751,-0.8152,-0.9531,0.35482,0.25678,0.19943,0.18787,0.17721,0.16711,0.012759,0.038665,0.027299,0.037002,0.025628,0.032179,0.025764,0.025366,0.023464,0.023389
450,0.12871,2.0753,-1.2662,0.71133,0.75172,0.55044,0.43073,0.42723,0.30667,0.058852,0.10462,0.12512,0.083055,0.095668,0.086182,0.081232,0.069433,0.063021,0.059286
451,-1.6085,2.1775,-1.7713,0.88255,0.89625,0.42988,0.5114,0.4553,0.30853,0.048133,0.1156,0.11444,0.091802,0.08157,0.079265,0.060649,0.06295,0.061503,0.054006
452,-1.0495,1.5907,-1.6688,0.72496,0.56699,0.48453,0.60845,0.37463,0.30633,0.048686,0.092831,0.090391,0.076823,0.068891,0.070139,0.069105,0.060897,0.047086,0.052224
453,3.6369,1.4278,-0.48594,0.37967,0.43366,0.26168,0.30634,0.25028,0.23496,0.055789,0.069827,0.06564,0.085191,0.091715,0.065749,0.038775,0.056312,0.043001,0.052803
454,4.4624,1.8709,-0.40212,0.4891,0.45972,0.32888,0.26325,0.25292,0.21233,0.053357,0.07007,0.051547,0.05708,0.04603,0.048092,0.049568,0.038903,0.033466,0.035936
455,3.0594,1.0759,-0.61169,0.3504,0.34593,0.24071,0.27063,0.2911,0.19267,0.046216,0.062351,0.04786,0.038921,0.043058,0.03293,0.038543,0.039668,0.033905,0.029324
456,3.3773,-0.43631,-0.83789,0.37596,0.22969,0.28905,0.2632,0.21892,0.23418,0.020421,0.038731,0.029922,0.037063,0.038024,0.039369,0.036782,0.030074,0.03301,0.035307
457,3.8311,0.0069968,-1.2254,0.31477,0.26948,0.2936,0.26043,0.27097,0.25422,0.01983,0.047751,0.035766,0.033927,0.033282,0.03256,0.044946,0.031736,0.033781,0.047088
458,3.8125,-1.2162,-0.38131,0.45728,0.25278,0.33355,0.30359,0.2608,0.26497,0.018369,0.051399,0.042707,0.038434,0.035785,0.039111,0.036466,0.03526,0.039529,0.038099
459,0.27644,-0.81879,-1.1295,0.61442,0.90255,0.34203,0.26348,0.20176,0.19062,0.034441,0.061389,0.10645,0.073005,0.052583,0.037161,0.043774,0.041233,0.024301,0.030337
460,1.0906,-0.8049,-1.9346,0.57183,0.73848,0.32475,0.23974,0.21882,0.30772,0.03,0.081565,0.11721,0.053739,0.039304,0.038522,0.037301,0.028793,0.032153,0.039002
461,1.3681,-1.3006,-1.4683,0.42982,0.71021,0.30616,0.26528,0.31474,0.24607,0.021482,0.046947,0.097614,0.071813,0.048408,0.039611,0.044156,0.034476,0.043968,0.040995
462,1.4579,1.1015,-0.69019,0.45114,0.4567,0.35443,0.32034,0.45905,0.28854,0.03055,0.070708,0.054768,0.046559,0.053589,0.051477,0.040135,0.040623,0.058118,0.043578
463,1.2428,0.46612,-0.62857,0.45912,0.40861,0.28196,0.23587,0.33113,0.19853,0.031102,0.067601,0.070521,0.044196,0.044183,0.04085,0.038106,0.036309,0.048048,0.036987
464,2.053,1.4317,-0.23271,1.2611,0.53771,0.50448,0.51194,0.40932,0.42937,0.033269,0.066309,0.073727,0.074904,0.051773,0.046831,0.062926,0.055556,0.051063,0.047112
465,1.5553,1.1585,1.5457,0.35284,0.41237,0.40288,0.32885,0.42423,0.2983,0.047915,0.045875,0.050062,0.037085,0.044297,0.038552,0.042816,0.040968,0.040322,0.037261
466,1.3717,0.83765,1.692,0.63596,0.69956,0.60891,0.54979,0.30464,0.33272,0.041993,0.059871,0.055266,0.051981,0.049066,0.06483,0.056684,0.055074,0.052767,0.041835
467,1.4488,1.6102,1.4689,0.37377,0.31851,0.39344,0.41394,0.40297,0.33906,0.015464,0.038101,0.041301,0.051305,0.044439,0.047057,0.050808,0.051948,0.040567,0.03304
468,-0.56251,-1.4616,0.48189,0.38312,1.003,0.28365,0.4091,0.27024,0.35918,0.034645,0.05111,0.052094,0.049827,0.06401,0.04836,0.041626,0.0499,0.042447,0.045625
469,-0.61788,-2.1092,-0.77746,0.41196,0.34897,0.31177,0.27303,0.23235,0.27959,0.032067,0.042885,0.044886,0.04423,0.047067,0.039432,0.048263,0.039538,0.035694,0.043106
470,-0.81605,-2.4106,-0.47501,0.29226,0.4115,0.45587,0.27855,0.25488,0.21871,0.061949,0.044603,0.04251,0.053879,0.050273,0.04495,0.052605,0.048296,0.038645,0.04335
471,0.81465,-0.86212,-0.67963,0.51103,0.45514,0.25613,0.20565,0.23233,0.22758,0.033154,0.059554,0.056783,0.047475,0.039826,0.039461,0.029105,0.026541,0.029535,0.024493
472,1.0735,-0.7793,-0.67213,0.52115,0.61892,0.30259,0.23264,0.24103,0.24763,0.039694,0.074692,0.070187,0.059624,0.045201,0.055354,0.039605,0.037285,0.038312,0.037392
473,0.91332,-0.83753,-0.6509,0.55178,0.67117,0.30926,0.25138,0.26018,0.25833,0.030661,0.070646,0.075316,0.050884,0.042036,0.037841,0.045236,0.031321,0.027561,0.029152
474,1.5814,0.34725,-1.9107,0.58903,0.48447,0.17742,0.27855,0.25528,0.13543,0.033607,0.095144,0.080056,0.034634,0.021829,0.022208,0.02818,0.04207,0.043844,0.053819
475,0.65281,0.052276,-1.3639,0.60159,0.60808,0.20767,0.24148,0.21105,0.20631,0.021014,0.086504,0.063882,0.040111,0.032759,0.02807,0.031145,0.030921,0.029169,0.031758
476,1.3503,-0.15424,-1.7149,0.41195,0.49641,0.20032,0.25359,0.17843,0.15976,0.020505,0.057878,0.07784,0.037964,0.044476,0.030085,0.030806,0.03792,0.030585,0.03374
477,2.7191,-0.54293,-0.69229,1.0959,0.37099,0.3329,0.33757,0.30563,0.25805,0.03931,0.098067,0.051413,0.06723,0.041359,0.04534,0.03625,0.044512,0.043656,0.031462
478,3.3167,-0.19416,-0.56213,1.5173,0.53133,0.4816,0.39135,0.37565,0.32438,0.08364,0.13473,0.066192,0.088134,0.071224,0.060499,0.063317,0.058246,0.047248,0.047191
479,3.5676,-0.06546,-0.63831,1.7498,0.37372,0.35924,0.31608,0.3111,0.29594,0.02857,0.19641,0.054667,0.10449,0.056609,0.049359,0.056753,0.047823,0.045634,0.037909
480,0.4567,-0.015505,-0.94557,0.5208,0.32505,0.38058,0.50982,0.36802,0.19452,0.013703,0.074251,0.022949,0.027487,0.040167,0.054325,0.037577,0.025103,0.032237,0.031444
481,0.67253,-0.43935,-0.73561,0.33667,0.201,0.29899,0.27488,0.22664,0.18317,0.018661,0.057121,0.027822,0.025157,0.027589,0.047465,0.041323,0.024808,0.035142,0.030808
482,0.48649,-0.45273,-0.89775,0.49002,0.20207,0.23526,0.27128,0.3126,0.18082,0.023553,0.061718,0.026016,0.03554,0.029329,0.055055,0.035081,0.039805,0.042025,0.035071
483,2.0489,0.4427,-0.27331,0.301,0.29453,0.30107,0.29397,0.25104,0.20002,0.049596,0.051711,0.043545,0.056116,0.050242,0.049129,0.057536,0.054723,0.039331,0.0421
484,0.19097,-0.2404,-1.1582,0.36763,0.4132,0.22621,0.20438,0.2083,0.24599,0.027568,0.044673,0.055362,0.041777,0.039319,0.032122,0.038754,0.037226,0.026532,0.030897
485,0.81107,-0.46112,-0.92573,0.26644,0.31243,0.22476,0.22666,0.19492,0.1594,0.023255,0.041385,0.053254,0.042338,0.04632,0.048174,0.038264,0.033024,0.03054,0.032644
486,0.38738,0.47799,-1.8547,0.37551,0.45066,0.38577,0.36975,0.31783,0.28747,0.040619,0.067788,0.058981,0.048792,0.056603,0.055738,0.053086,0.054837,0.046171,0.054086
487,0.75648,0.93055,-1.5239,0.51516,0.44465,0.59064,0.37451,0.35682,0.28468,0.048123,0.064448,0.063367,0.05246,0.055649,0.055973,0.056024,0.052154,0.04553,0.045129
488,0.86778,1.2824,-1.8573,0.39436,0.50006,0.47403,0.36514,0.39034,0.27496,0.022473,0.053518,0.051779,0.053301,0.06027,0.039424,0.045272,0.048616,0.0498,0.041094
489,1.8142,0.42994,-0.28963,0.31718,0.2604,0.27697,0.28658,0.23847,0.19575,0.012345,0.041357,0.034391,0.044224,0.032998,0.033428,0.034598,0.036785,0.030947,0.026955
490,1.74,0.048382,-0.23915,0.29732,0.26407,0.25205,0.28115,0.24036,0.21509,0.01402,0.044477,0.036977,0.050266,0.050367,0.031188,0.032781,0.035393,0.036457,0.035973
491,1.6584,0.1046,-0.25169,0.25894,0.26054,0.25661,0.27989,0.21823,0.22568,0.01041,0.034613,0.0331,0.047379,0.04079,0.033794,0.037272,0.032303,0.033647,0.03402
492,1.0325,0.26247,-0.3095,0.67256,0.44573,0.24228,0.21547,0.19702,0.15767,0.0239,0.076418,0.077469,0.038185,0.04922,0.029386,0.022978,0.031248,0.018731,0.021728
493,1.8123,-0.042548,-0.48653,0.48662,0.3238,0.27349,0.25431,0.18078,0.21649,0.030137,0.062992,0.040468,0.04614,0.033983,0.032447,0.039128,0.041264,0.028368,0.027132
494,2.1621,-0.044525,-0.30081,0.54902,0.46319,0.33302,0.22903,0.24671,0.21409,0.032044,0.064015,0.046183,0.051488,0.038283,0.037886,0.032126,0.038002,0.029306,0.028163
495,1.2636,0.24059,-0.50398,0.54491,0.53512,0.30159,0.28892,0.24076,0.32899,0.043372,0.075187,0.057294,0.043388,0.064419,0.044781,0.042938,0.048798,0.037896,0.045878
496,1.0369,-0.3356,-0.77488,0.32489,0.48844,0.33843,0.27751,0.22984,0.1402,0.020719,0.059548,0.041441,0.033969,0.056052,0.033799,0.052411,0.038401,0.028543,0.041121
497,0.9195,-1.0583,-0.7018,0.46319,0.31871,0.35931,0.25226,0.3722,0.19485,0.019509,0.06178,0.050571,0.043419,0.055054,0.032707,0.048289,0.040342,0.039745,0.031484
498,1.9503,-0.54962,-1.3732,0.60452,0.46992,0.50572,0.35549,0.30104,0.3597,0.026327,0.08497,0.066063,0.065017,0.091719,0.091419,0.070758,0.053993,0.050409,0.047072
499,1.8898,-0.43096,-1.1378,0.82105,0.54191,0.46206,0.2728,0.41267,0.32146,0.035706,0.10754,0.077634,0.068246,0.089996,0.085796,0.06913,0.041231,0.044051,0.051203
500,1.7191,-0.66799,-1.0896,0.67739,0.56136,0.433,0.26099,0.3165,0.2736,0.03721,0.093656,0.06402,0.059121,0.078338,0.082103,0.061671,0.03531,0.037008,0.045739
501,3.3438,-0.3536,-0.21541,0.62779,0.21734,0.28109,0.21363,0.17409,0.18518,0.030341,0.077931,0.031588,0.055909,0.03888,0.034922,0.040348,0.033406,0.022751,0.034261
502,2.8771,-0.016141,-0.28448,0.45158,0.43078,0.26357,0.26248,0.21994,0.23508,0.032717,0.056466,0.046949,0.033716,0.032202,0.039244,0.039931,0.032349,0.029176,0.030168
503,3.5356,0.33687,-0.34319,0.25716,0.29878,0.25338,0.30154,0.27999,0.23176,0.030348,0.037628,0.046018,0.030043,0.027891,0.030018,0.036387,0.037888,0.03602,0.033355
504,0.08134,0.17092,-1.2954,0.464,0.46791,0.32971,0.29485,0.41119,0.24365,0.028027,0.059722,0.07001,0.045184,0.046199,0.04437,0.059911,0.041726,0.054471,0.052656
505,-0.17596,1.2077,-1.8191,0.36871,0.66845,0.25786,0.28033,0.23532,0.18252,0.037802,0.053023,0.085105,0.046461,0.043523,0.047135,0.036397,0.039255,0.035963,0.042211
506,-0.59825,0.36253,-1.257,0.36751,0.55831,0.23401,0.28249,0.298,0.19094,0.037472,0.053156,0.067197,0.044769,0.058699,0.042159,0.032376,0.029384,0.049353,0.034414
507,2.2731,0.60218,-0.027938,0.90763,0.89042,0.64059,0.45129,0.40333,0.37819,0.049306,0.11979,0.10308,0.098207,0.085954,0.059303,0.06028,0.060845,0.04966,0.051667
508,1.8255,0.47536,-0.7472,0.58992,0.5892,0.56335,0.54684,0.45071,0.32132,0.054102,0.073967,0.090895,0.075374,0.075265,0.063444,0.070158,0.066859,0.058047,0.049351
509,1.71,0.12816,0.094712,0.72743,0.98765,0.58421,0.49994,0.44124,0.31294,0.049377,0.082752,0.099233,0.08681,0.085393,0.056907,0.070255,0.07442,0.064426,0.052355
510,1.0776,1.095,-0.94289,0.4507,0.49477,0.41705,0.36472,0.40402,0.32707,0.020577,0.067104,0.059791,0.080196,0.055799,0.051085,0.066952,0.042433,0.040846,0.032314
511,1.4412,1.0802,-2.1275,0.39636,0.35819,0.3455,0.27935,0.21615,0.24855,0.037023,0.062966,0.051397,0.034604,0.06222,0.044063,0.064407,0.034833,0.039046,0.028929
512,0.42458,1.2028,-1.4838,0.27321,0.36156,0.25414,0.3317,0.22855,0.22001,0.026837,0.0359,0.04396,0.040822,0.046723,0.031349,0.034423,0.034293,0.033212,0.029426
513,2.2073,-0.98155,-1.0319,1.2895,0.53299,0.34639,0.35011,0.34025,0.31321,0.075247,0.19546,0.095416,0.11065,0.072908,0.086959,0.064336,0.062784,0.058129,0.0524
514,1.9985,-1.1991,-0.8497,1.5012,0.54304,0.33355,0.38095,0.37364,0.29351,0.073896,0.21028,0.087203,0.14101,0.08169,0.099757,0.057036,0.06962,0.065432,0.067732
515,2.2854,-0.81902,-1.0717,1.0569,0.48639,0.311,0.32525,0.29348,0.26535,0.084211,0.16457,0.085667,0.1539,0.073617,0.095383,0.046565,0.058389,0.051115,0.056384
516,-1.5779,1.0581,-1.5477,0.58867,0.38418,0.6785,0.55186,0.62007,0.25114,0.043082,0.08793,0.045989,0.062842,0.059792,0.069454,0.076185,0.084063,0.064259,0.058412
517,-1.0146,0.25669,-1.7177,0.41812,0.29052,0.49319,0.36161,0.34245,0.30373,0.091856,0.068645,0.037788,0.050052,0.076984,0.049406,0.067028,0.064318,0.045876,0.042281
518,-1.6658,0.10767,-1.0269,0.57376,0.45155,0.35808,0.31251,0.24259,0.12005,0.020791,0.066298,0.066563,0.053911,0.064028,0.046797,0.050393,0.047077,0.030514,0.030528
519,-1.9717,0.29392,-1.0062,0.39084,0.56953,0.26025,0.18536,0.16457,0.23829,0.020313,0.051181,0.06895,0.034039,0.039646,0.03948,0.039373,0.02645,0.024515,0.028188
520,-2.1236,0.5982,-0.70651,0.45942,0.34488,0.24409,0.21004,0.20644,0.16813,0.012211,0.078497,0.059304,0.043278,0.043482,0.043902,0.038391,0.028451,0.025929,0.028998
521,-1.6696,0.35983,-1.2367,0.5941,0.66363,0.52381,0.28371,0.46284,0.32137,0.022271,0.057899,0.056591,0.04927,0.046093,0.04591,0.048103,0.04219,0.036836,0.031914
522,1.3788,-0.58188,-2.2137,0.59788,0.50433,0.53043,0.60196,0.41295,0.29439,0.055323,0.090777,0.087394,0.07664,0.080348,0.075867,0.061374,0.079447,0.058786,0.063607
523,0.92973,-1.1167,-1.7335,0.78164,0.81928,0.45959,0.46388,0.41689,0.2891,0.072529,0.1012,0.095095,0.086972,0.079004,0.097261,0.061087,0.082623,0.061323,0.06008
524,2.3427,-1.3701,-1.517,0.86384,0.62603,0.53505,0.38797,0.36117,0.3119,0.05221,0.11261,0.09951,0.075535,0.10404,0.09208,0.070148,0.067129,0.054953,0.055587
525,-1.3142,-0.31607,-1.7765,0.65346,0.28691,0.28714,0.2049,0.15805,0.23747,0.023159,0.085245,0.039739,0.03397,0.037892,0.022575,0.032302,0.034856,0.023621,0.03179
526,-0.15122,-0.44267,-1.9241,0.56115,0.29237,0.21714,0.27853,0.17248,0.18272,0.037229,0.078095,0.044849,0.040196,0.028426,0.024491,0.027442,0.036389,0.027565,0.033083
527,-2.5148,0.46124,-1.2677,0.79063,0.45915,0.2782,0.22048,0.27277,0.20687,0.025586,0.14503,0.080833,0.032145,0.03817,0.045652,0.049025,0.030909,0.0369,0.041559
528,-0.64268,-0.01969,-0.85235,0.71709,0.40977,0.23015,0.1762,0.21161,0.15108,0.021912,0.081592,0.046233,0.034099,0.024444,0.027637,0.023505,0.024204,0.030714,0.020547
529,0.21583,0.090828,-0.47539,0.6344,0.53182,0.25127,0.21123,0.28033,0.2342,0.030205,0.077158,0.07124,0.035193,0.040067,0.035173,0.037589,0.032406,0.032589,0.026981
530,0.28328,0.53436,-0.30875,0.62627,0.46448,0.30807,0.38632,0.32482,0.27389,0.023773,0.072469,0.05695,0.032415,0.035957,0.037554,0.041313,0.038502,0.034106,0.029852
531,0.83103,0.29274,0.00013108,0.32363,0.30489,0.32979,0.23401,0.23343,0.19906,0.028239,0.04487,0.037567,0.045797,0.036647,0.034642,0.033335,0.03854,0.028956,0.032341
532,0.25972,0.63667,0.33688,0.38288,0.25934,0.23783,0.3041,0.23515,0.18957,0.015147,0.055424,0.038644,0.046826,0.037753,0.028795,0.034638,0.038908,0.022979,0.02103
533,0.54062,0.68944,0.32319,0.31177,0.2287,0.27714,0.20897,0.24668,0.17142,0.01419,0.037421,0.035348,0.03538,0.035709,0.024776,0.029856,0.027667,0.026121,0.033107
534,-2.5654,-1.1143,-1.3518,0.80534,0.80527,0.38116,0.29473,0.30734,0.20934,0.010295,0.11327,0.064849,0.051183,0.061028,0.070077,0.042518,0.033157,0.03669,0.026079
535,-1.4162,-1.4032,-0.88856,0.96661,0.66049,0.4462,0.37777,0.19038,0.23414,0.049432,0.14304,0.086273,0.053957,0.068278,0.075439,0.055187,0.049796,0.02507,0.037863
536,-1.8663,-1.547,-0.90169,0.98381,0.75862,0.40079,0.26779,0.37978,0.20763,0.026191,0.12221,0.082269,0.059185,0.067223,0.065692,0.050244,0.04064,0.037078,0.035931
537,1.6865,2.7999,0.063082,0.34322,0.29794,0.31464,0.37072,0.369,0.29371,0.028962,0.037925,0.036647,0.041995,0.036659,0.037444,0.041979,0.039773,0.029861,0.031279
538,1.1378,1.3151,-0.0158,0.71587,0.70568,0.39478,0.36982,0.31927,0.2675,0.067382,0.074466,0.053644,0.037046,0.049798,0.061089,0.049266,0.039758,0.041625,0.032352
539,1.3788,0.16055,-0.23253,0.53429,0.2812,0.50657,0.28412,0.29017,0.33462,0.042405,0.050661,0.0438,0.042263,0.052646,0.043589,0.043045,0.042159,0.042263,0.027974
540,-2.6282,-1.8718,0.17118,0.33869,0.42714,0.2927,0.50298,0.33531,0.25724,0.029623,0.03702,0.038137,0.038917,0.039836,0.046802,0.048204,0.06058,0.045343,0.042517
541,-2.006,-0.85732,-0.33111,0.39409,0.6383,0.4207,0.43774,0.18445,0.21548,0.041774,0.039141,0.056932,0.048049,0.041897,0.046948,0.031288,0.035812,0.028227,0.030418
542,-2.2392,-1.001,-0.26639,0.28866,0.51312,0.29685,0.37317,0.47637,0.30406,0.03632,0.043864,0.050147,0.045419,0.037753,0.031954,0.034333,0.032327,0.031622,0.031973
543,1.9139,-0.75368,-2.0639,0.34229,0.33945,0.27969,0.29759,0.34376,0.16691,0.0208,0.039323,0.040414,0.035338,0.0389,0.033183,0.034242,0.037989,0.036691,0.032709
544,1.7998,-1.4198,-2.1554,0.36895,0.32079,0.44976,0.322,0.30341,0.25647,0.025691,0.037737,0.054884,0.035432,0.038304,0.037307,0.037727,0.036822,0.039794,0.039874
545,1.2442,-0.27372,-1.6018,0.49931,0.45572,0.34639,0.29557,0.3639,0.27205,0.044025,0.059472,0.060493,0.069675,0.045206,0.035491,0.040352,0.051602,0.052295,0.044915
546,3.8337,-0.21285,0.010172,0.36252,0.35442,0.19393,0.22988,0.19762,0.18508,0.022409,0.042476,0.042602,0.036807,0.031861,0.031733,0.028318,0.028184,0.024827,0.023632
547,3.2397,-1.1046,0.15117,0.34819,0.34961,0.30542,0.22861,0.34648,0.23433,0.021467,0.046551,0.05399,0.035397,0.034225,0.034627,0.027984,0.03097,0.028984,0.033497
548,3.5556,-0.34115,0.054538,0.28288,0.29135,0.20101,0.21534,0.23406,0.21423,0.021634,0.039213,0.037573,0.041781,0.02858,0.03377,0.026985,0.035089,0.03148,0.027492
549,5.5262,0.21618,0.93098,0.33658,0.39583,0.31609,0.33975,0.36947,0.40045,0.031725,0.040527,0.041963,0.04317,0.057524,0.044934,0.03844,0.04202,0.046855,0.035384
550,5.7584,-0.13513,0.30451,0.37592,0.57804,0.23579,0.34125,0.38625,0.3186,0.03116,0.045208,0.065867,0.037458,0.054245,0.049506,0.042145,0.036457,0.048483,0.031862
551,5.4083,-0.28109,0.58359,0.55787,0.51845,0.26156,0.27395,0.29026,0.37775,0.079942,0.054957,0.06329,0.040708,0.057251,0.044144,0.034767,0.033909,0.041192,0.031943
552,3.7967,1.1595,-1.9714,0.83902,0.46109,0.56237,0.4535,0.32742,0.29495,0.050317,0.067327,0.066115,0.065634,0.063857,0.05637,0.055844,0.071685,0.053418,0.055951
553,3.3007,1.2877,-1.6919,0.44995,0.46538,0.47586,0.40876,0.34325,0.41811,0.077422,0.074486,0.068524,0.079962,0.062203,0.064435,0.060047,0.059471,0.054617,0.048824
554,2.8014,0.86808,-1.4388,0.95439,0.65791,0.83762,0.45275,0.30472,0.35934,0.099008,0.078035,0.050148,0.063827,0.070597,0.059603,0.058423,0.050436,0.04872,0.050588
555,0.30598,-0.76316,-0.27174,0.58109,0.33448,0.24171,0.31197,0.23617,0.27319,0.033852,0.078029,0.047275,0.040597,0.050783,0.032292,0.039235,0.039413,0.034142,0.027598
556,0.47694,-0.83398,-0.2707,0.57318,0.42337,0.30843,0.36538,0.21005,0.17357,0.039223,0.06641,0.059838,0.052278,0.036989,0.034822,0.036232,0.039149,0.029497,0.032991
557,0.57696,-0.32604,-0.18906,0.42257,0.25,0.17284,0.21181,0.21265,0.16202,0.026954,0.046331,0.029398,0.025069,0.030837,0.023099,0.028037,0.025734,0.026401,0.019122
