,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_kurtosisValue_dec_1
394,-741221.7698,-93264.7329,-59567.0854,-17164.2837,-22026.1359,-20088.0048,-13862.1942,-13776.6622,-13743.3828,-5843.9545,-12683.9787,-4668.4205,-3673.9517,-3011.1523,487.8221
395,-581687.9193,-65038.2253,-38745.974,-15918.4246,-19367.6011,-17202.3808,-21882.4153,-12715.5314,-8535.7128,-13762.2664,-12738.9015,-4892.5921,-3826.8589,-2930.4136,27.6485
396,-646908.5968,-112588.2692,-79158.0702,-26271.1156,-24508.6487,-19532.5858,-16509.3568,-19025.3555,-10352.1139,-6222.1804,-8649.0409,-3495.9477,-2734.7693,-2193.7331,19.8046
397,-618120.9432,-121016.9572,-78784.5964,-31095.7004,-29372.3574,-22301.6932,-18877.0605,-21374.7004,-12499.0373,-7768.3228,-11053.1547,-3804.7257,-3042.3421,-2421.4463,21.749
398,-688034.9925,-108468.4163,-76219.0663,-23084.5265,-22709.7518,-19791.3538,-16023.1666,-19137.3591,-11096.9659,-6141.6618,-9389.1245,-3233.8346,-2516.9623,-1930.9503,454.9986
399,-598229.1766,-121655.2608,-88296.2,-11491.6415,-14887.9232,-13380.2385,-16892.8082,-10398.4331,-6187.8076,-10739.7592,-10238.1175,-3662.1416,-3105.2539,-2529.0401,21.2431
400,-685049.6636,-145782.2536,-93316.4535,-13786.9938,-14388.4282,-9349.6028,-8502.6431,-9757.2807,-5085.7318,-2972.8352,-9380.8536,-2980.1675,-2711.439,-2155.4482,82.1585
401,-582684.1839,-132105.2873,-81008.1089,-14522.31,-13892.5131,-12668.3731,-14793.5079,-8695.8907,-4319.6406,-9155.982,-9571.3416,-3089.6285,-2920.6822,-2430.1536,10.3773
402,-922141.6784,-195205.182,-137549.1754,-14257.2307,-9714.3637,-12835.0725,-13227.0439,-12259.0512,-9782.4024,-5831.2311,-5052.3338,-4600.8342,-3831.523,-3084.0751,56.2483
403,-1000229.818,-200989.0134,-136979.4016,-14279.6009,-10490.8828,-10642.22,-10867.3121,-10836.5779,-9100.488,-5268.2849,-5289.4541,-4523.3318,-3519.8508,-2918.8539,3.1665
404,-921679.596,-182391.8868,-119842.8569,-12547.339,-9045.9786,-10110.4615,-10514.1798,-10127.5326,-8643.8586,-4839.3213,-5581.1287,-4386.6563,-3502.5508,-2983.0376,6308.3
405,-738802.2613,-115535.3871,-73276.9421,-14398.8456,-20404.342,-15293.7287,-18203.2577,-9986.5205,-5071.5173,-7006.6261,-10084.4553,-3632.0688,-3110.4814,-2501.9081,879.0563
406,-738016.7935,-112053.7561,-68274.4569,-16777.6126,-21217.3261,-18436.5551,-18724.8064,-11701.1626,-6004.0201,-5725.9166,-9312.677,-3275.9779,-2804.429,-2079.4219,1405.2087
407,-757500.2405,-136885.4931,-91666.8621,-15975.8495,-22149.5479,-17774.9237,-21485.3883,-12953.9632,-7897.7209,-10141.9525,-11726.1438,-4155.1381,-3462.1732,-2761.1845,575.7279
408,-772227.0971,-115507.5187,-80189.4352,-22053.9062,-22547.6273,-15759.4955,-15687.3544,-8156.4678,-2777.6172,-2880.7516,-10613.0417,-3367.772,-2682.4775,-2160.3128,6.7437
409,-826599.0514,-132615.0645,-94773.1928,-27951.288,-24785.4766,-16842.7754,-16304.903,-8250.0753,-2632.58,-2431.71,-9923.5464,-3238.8751,-2628.4062,-2085.0204,17.5826
410,-813949.1574,-145042.4744,-102651.583,-30764.2806,-26898.3299,-18063.1485,-13324.401,-12203.4803,-3649.4104,-12.0901,-8783.7982,-2664.8641,-2097.0992,-1650.8476,170.4185
411,-893342.6142,-229275.8126,-165472.7249,-41311.0215,-39560.4409,-32393.0797,-28903.1631,-18304.0856,-11027.8479,-8343.3188,-6404.9116,-2428.2985,-2070.3382,-1768.7019,83.6313
412,-760645.5223,-192482.6859,-131474.92,-17534.1008,-21119.1885,-20335.0621,-20262.4021,-10688.9131,-5088.4296,-5460.7266,-5587.8342,-2096.6546,-1740.5932,-1339.1999,9.5102
413,-790028.8352,-183237.7414,-124377.1524,-20872.8626,-24868.4711,-22487.0089,-21526.8843,-13454.7115,-7650.6446,-7526.8095,-5026.1392,-2059.1336,-1887.8252,-1808.0325,417.7086
414,-698211.0868,-153936.1904,-100788.5901,-14548.7834,-13475.0374,-15171.3654,-10142.9015,-9885.2396,-6648.7107,-338.2858,-8732.8182,-3261.5392,-2818.3468,-2101.3941,8.9407
415,-661720.2703,-157215.3996,-104012.0839,-15445.1452,-16046.8451,-15774.3011,-10574.7496,-9149.8856,-8722.389,-834.5892,-7503.5922,-2639.7759,-2362.0927,-1832.5167,7.5824
416,-671124.7579,-159265.1188,-102213.9242,-16005.2575,-17999.8467,-18177.8273,-13450.7678,-10907.5506,-9507.7709,-1242.6584,-6060.0727,-2431.1921,-1991.3447,-1596.74,7.0948
417,-630157.9092,-160057.3363,-88181.4478,-14234.115,-17353.6265,-15934.421,-14117.6507,-11095.0262,-13668.072,-4947.2747,-11347.5006,-4065.705,-3563.0067,-2987.5471,2184.8679
418,-636515.6954,-151058.4331,-86799.5414,-16138.7907,-17205.6019,-15288.3953,-16983.5416,-13574.9897,-14550.9442,-4277.1272,-10456.0991,-3672.0802,-3133.8572,-2605.3022,31.658
419,-697105.8988,-147452.3567,-85072.9702,-14148.5874,-17125.2358,-16407.3659,-14690.135,-11319.7855,-13639.1857,-4972.5124,-10713.9315,-4029.7161,-3262.0296,-2755.6175,2087.4884
420,-566774.5344,-144651.933,-96497.5116,-39376.645,-29678.1435,-18160.0111,-12077.9947,-11819.0807,-7196.5848,-919.7422,-7457.2363,-2470.9173,-2023.8096,-1563.6658,4.8032
421,-625726.8629,-152402.7104,-96642.7456,-26050.5401,-23553.0988,-18271.3075,-12709.0662,-12785.3522,-6750.613,-1032.8068,-6818.3807,-2790.9306,-2256.7951,-1842.7144,4.4509
422,-620353.4923,-138420.3116,-85214.2473,-25809.4852,-24273.3908,-17903.1114,-12035.4048,-11929.1946,-7329.5707,-1224.8541,-7791.9907,-2668.2849,-2278.394,-1838.4833,5.3704
423,-1015165.522,-155267.8743,-102458.03,-20468.6119,-20594.0341,-15350.5891,-13816.0246,-13835.7808,-6854.7123,-4527.5056,-6175.0289,-3965.9074,-3726.6033,-3203.3093,4.0848
424,-1024879.477,-159649.5562,-99385.9826,-24361.24,-23548.7625,-15541.0061,-13802.1167,-13914.6644,-6741.6986,-4344.8676,-6693.0765,-4017.3869,-3779.0586,-3191.5316,4.104
425,-997302.235,-172557.0039,-114885.1936,-25030.9418,-24504.6565,-17739.6049,-15615.7091,-14544.0825,-7321.8364,-4629.3394,-6774.4429,-4198.497,-3746.5219,-3067.5741,387.4533
426,-883043.1243,-174976.2519,-130275.483,-36081.3875,-29294.4798,-28281.7526,-20619.0763,-14123.4679,-11497.3521,-16966.9342,-10500.9683,-4662.7164,-3619.7817,-2935.1087,10.5375
427,-846130.1908,-167316.1086,-121290.5836,-32181.8741,-26566.9217,-27154.6653,-16937.0572,-11267.0212,-9749.5734,-17015.6297,-10726.894,-4540.964,-3539.4118,-2900.9891,39.4086
428,-886912.78,-166882.7547,-122110.8184,-33175.2514,-27434.1716,-28211.7083,-18253.2687,-12352.6749,-10533.4826,-17114.5818,-10184.4942,-4228.2668,-3422.0655,-2915.6867,7.6438
429,-923012.1187,-179346.6577,-128440.8518,-19323.0146,-13303.9458,-12746.6568,-15616.0384,-13273.6076,-9438.1061,-7006.6263,-3329.4521,-4548.1269,-3745.5011,-3145.3931,78.6482
430,-928169.7765,-174020.618,-122589.1588,-18775.5978,-13324.1929,-12794.794,-15352.8618,-12901.7977,-8874.7802,-6894.95,-3214.7764,-4325.7768,-3464.7259,-3094.1,10453.6202
431,-851584.2586,-180607.8664,-125608.8378,-20058.5682,-13521.2319,-12528.756,-15372.5746,-12954.9051,-8627.239,-7331.6375,-3154.7484,-4604.3443,-3862.8105,-3206.9724,4036.4204
432,-1012670.495,-166296.4302,-129856.3461,-41745.8022,-29898.7644,-24832.6327,-23149.0411,-12775.5819,-8059.573,-11068.9102,-9082.6271,-4236.5078,-3899.9154,-3343.2606,51.6546
433,-1001564.065,-177202.5249,-139568.9789,-34722.493,-23823.5657,-21596.838,-22037.8774,-12802.1696,-8834.7354,-13965.0889,-8589.9821,-2578.605,-2930.8511,-3037.0519,4.3516
434,-997516.0989,-151013.5356,-114769.1752,-29153.3601,-20323.3864,-20142.1974,-20088.8268,-11942.2735,-8440.5161,-14711.2713,-9151.184,-3715.2397,-3388.8249,-2936.5073,5.3866
435,-627147.7285,-166847.1967,-101869.3306,-12756.9976,-11630.0841,-13635.3408,-10350.1616,-9951.1231,-11579.3342,-3591.8543,-11057.2933,-3904.2972,-3487.5643,-2959.4535,57.2193
436,-667091.9084,-173557.412,-103998.9956,-11885.753,-11759.0153,-14369.5537,-10455.9583,-10412.6721,-11842.9873,-4048.9174,-10578.1317,-3931.2854,-3537.0701,-2842.7066,1056.6889
437,-604336.2473,-189964.05,-106101.0634,-13899.2304,-8616.9322,-10442.5697,-9559.9481,-8921.4035,-10472.3622,-2766.0382,-10127.6125,-3608.3039,-3262.7771,-2639.9176,7.7984
438,-745502.8711,-181133.4063,-103666.2604,-13774.088,-15323.2329,-19035.4441,-17094.3168,-13223.0562,-9459.4331,-4181.3759,-1819.1301,-3487.2645,-2789.163,-2331.4294,12.5545
439,-785425.8227,-201995.1469,-112799.3161,-12708.9315,-13224.8616,-18567.4123,-15987.571,-12317.6455,-8614.3548,-6797.3535,-2681.5689,-3956.2735,-3383.2156,-2795.0177,1980.2808
440,-717505.0875,-168620.8773,-95021.1546,-11617.8913,-16762.0976,-22275.794,-15469.2114,-12873.656,-9018.9465,-8578.3043,-3333.299,-3500.2438,-3191.6511,-2919.7352,21.8132
441,-1010466.972,-167910.7411,-106305.7492,-26818.4031,-27656.2453,-24033.5281,-16603.2221,-14074.013,-14725.7268,-4915.8561,-10043.2809,-4525.8733,-3969.2323,-3287.7317,3.1688
442,-1067570.827,-174216.4892,-108790.5792,-28809.8797,-25859.3895,-22247.4288,-15482.076,-13133.8413,-13628.0119,-4426.7101,-9767.7508,-4646.5971,-3865.254,-3297.0435,2910.1101
443,-1061492.886,-171780.679,-106361.5755,-25201.5633,-26463.6094,-21997.7069,-14430.6929,-12526.0861,-13566.9509,-4503.3217,-10089.9619,-4919.0453,-4017.2557,-3339.7203,35.5605
444,-615844.2048,-188640.3771,-115435.3611,-26158.0302,-19171.1109,-15125.6539,-11597.2536,-9373.2311,-6244.8008,-2824.6971,-1407.9729,-2087.6801,-1947.9408,-1595.8579,12.8938
445,-630980.5419,-203667.8908,-124700.8178,-26313.6241,-16486.3961,-15093.2564,-11837.0478,-8868.654,-5390.9796,-3632.195,-877.9779,-2733.1991,-2282.6961,-1896.4766,3.4563
446,-616503.2414,-195742.6527,-118372.0144,-25358.5066,-15820.3145,-14947.8412,-12810.5416,-8456.571,-5197.1977,-3647.8862,-1089.9171,-2761.0494,-2397.6831,-1964.7575,49.9048
447,-654155.6507,-109361.028,-70837.5787,-19986.9238,-15604.5553,-20669.5347,-16345.388,-9913.6704,-8619.8057,-22641.761,-11620.309,-3870.5903,-3108.9313,-2695.7747,8.4302
448,-624838.3678,-114591.1694,-76151.3163,-20467.219,-15640.2104,-20218.0592,-15294.0164,-9027.4237,-7588.4181,-21573.19,-11325.7548,-3742.3431,-2925.7462,-2526.5034,32.5532
449,-666922.0444,-117988.3333,-78744.5386,-20446.9089,-16159.7697,-21325.8659,-16826.9014,-10616.6734,-9202.0021,-23868.8944,-12079.8306,-3604.4838,-2750.1179,-2245.3996,290.9243
450,-808080.5418,-112518.8417,-72863.7376,-35593.5744,-23891.0285,-18496.7624,-20297.463,-12690.6464,-7291.9968,-8517.0762,-5732.803,-1754.2363,-1504.8529,-1180.3386,6.9185
451,-715021.7357,-103237.3948,-70778.3577,-27886.6472,-18740.4363,-14519.5542,-17586.3635,-9951.2177,-5329.0183,-8237.9517,-7003.6362,-1684.6945,-1329.586,-1310.9535,30.4932
452,-721425.8791,-102795.1822,-72458.2773,-30676.1374,-19606.9729,-16770.2619,-20193.2418,-11492.4909,-7197.0038,-11291.0971,-7064.4296,-1631.7649,-1131.2857,-1116.1612,4.7688
453,-863562.4435,-196826.6041,-125786.9587,-28019.6064,-27948.9618,-23564.9746,-16530.1784,-13950.1389,-14584.0549,-5121.3477,-7774.7082,-4338.0575,-3854.354,-3168.1525,6.8532
454,-893475.2957,-190634.5675,-116103.5978,-25334.5833,-24457.1405,-22124.8639,-15451.3927,-13401.0934,-14407.9075,-5253.2804,-7759.9957,-4163.7919,-3717.8489,-3143.214,7.2443
455,-848457.2163,-182339.3524,-109243.7599,-26347.7254,-27266.6198,-23550.467,-17353.9802,-15272.0435,-15256.7686,-6746.8134,-8025.6157,-4412.291,-3744.8203,-2988.9678,161.6956
456,-885359.7414,-196484.7656,-132923.5857,-23314.3465,-16426.6046,-18092.768,-16392.6872,-13804.4516,-10812.5005,-6173.7908,-4428.3706,-3813.208,-3610.5388,-3165.1109,114.7552
457,-884476.5498,-208331.8648,-146087.0089,-26716.7078,-18857.7213,-18680.1596,-15667.6861,-12508.1316,-9759.8071,-3716.0069,-2340.0015,-3388.2345,-3209.4101,-3035.9272,118.7615
458,-900708.736,-220825.5241,-157553.2897,-26578.6651,-18716.1232,-19211.9871,-16665.2643,-14721.1424,-11173.9456,-3892.1457,-2501.2678,-3109.0855,-3606.2292,-2972.376,6432.5937
459,-679577.6157,-160171.7994,-101447.4255,-22853.3368,-18093.1121,-16694.4031,-15505.4025,-11060.3349,-7509.6407,-4161.7131,-25.9871,-2725.9674,-1955.8069,-1569.356,2365.0194
460,-725600.8883,-151246.2721,-94482.4537,-17287.7899,-14964.9838,-17050.268,-14277.6384,-11272.5557,-6173.6379,-6910.4349,-947.7831,-3104.6982,-2287.3232,-1828.7814,4162.9679
461,-701522.9406,-162376.1239,-101504.4174,-15226.9288,-13654.0238,-14661.78,-14421.6705,-10114.2484,-5579.1373,-6642.8831,-1485.3647,-2838.3672,-2239.3654,-1848.7128,190.6316
462,-851487.9694,-178892.6749,-117472.2071,-29785.4425,-27579.5661,-26223.5643,-19355.2911,-12873.4607,-9748.2206,-3437.9692,-189.4405,-2710.728,-2440.6456,-2152.9808,71.1746
463,-774863.3833,-171031.2765,-109146.4869,-26809.8529,-26247.2655,-23791.9068,-17015.2765,-10818.2567,-7833.7571,-3037.145,-25.4314,-3208.5552,-2593.2361,-2069.4712,7.0296
464,-790850.5716,-183054.7693,-123002.0154,-32187.9312,-30037.7627,-26054.9832,-18850.9386,-15480.1793,-11414.5492,-4163.3018,505.8584,-2717.5236,-2255.8361,-1850.8059,60.836
465,-753399.0999,-143275.7465,-107296.0629,-19197.1559,-14398.6701,-18763.8082,-17527.2724,-14185.6543,-8665.9538,-5968.3126,155.0377,-2790.5644,-2324.7011,-1818.1053,17.7833
466,-739752.3869,-128098.5857,-98706.354,-19775.0503,-16245.8456,-17238.5531,-16682.518,-9998.7564,-5525.0463,-5893.7193,-994.1578,-2720.2474,-2551.1425,-1996.2715,14.7659
467,-782080.021,-130406.8761,-97682.418,-26676.6049,-22952.6553,-22554.6587,-17961.5253,-10331.5045,-7003.7097,-2566.0523,-983.6035,-2793.9942,-2344.7777,-1898.8686,231.7493
468,-568863.9925,-117068.6952,-98986.2899,-31221.0852,-20989.926,-19183.1575,-24548.5003,-14965.2691,-10661.6051,-13272.9131,-7591.2755,-2384.7793,-1935.0226,-1519.1815,36.8108
469,-668645.1017,-129582.6594,-105786.8381,-37441.9611,-26460.9878,-23712.5547,-24522.0733,-15089.9926,-10688.4441,-12348.6858,-5575.3155,-736.5391,-898.897,-1270.1905,31.6931
470,-596411.8793,-112542.9025,-85625.2918,-34209.2264,-24117.2229,-22412.3099,-23217.9216,-14152.2789,-10144.42,-12144.962,-5402.6353,-1628.1492,-1344.1761,-919.0714,8.2263
471,-1001661.617,-169024.9437,-109845.5151,-23942.4893,-23151.3942,-20159.6445,-17787.5904,-16937.7015,-9405.6996,-6319.5358,-10187.6426,-4141.4652,-3751.0241,-3205.471,11.5246
472,-1036341.256,-181665.38,-119566.9763,-21678.7247,-21719.2364,-21252.1334,-18746.4911,-17442.0599,-9750.5422,-6502.0275,-10137.3762,-4108.2993,-3750.1973,-3227.2227,996.8324
473,-1003628.172,-175290.1255,-122098.1115,-21014.5018,-19547.3576,-20696.5306,-17125.599,-19105.7077,-10764.5212,-6239.186,-10113.4731,-4016.6868,-3697.4053,-3274.63,3.8161
474,-767507.8617,-124290.3798,-70150.1108,-17066.986,-13366.4166,-14758.7295,-9718.3732,-9395.1564,-9966.3007,-2707.9832,-9612.2794,-3213.319,-2751.666,-2340.9334,141.9454
475,-738826.1179,-117446.9627,-65726.2293,-18614.0258,-13229.9894,-14963.968,-9914.9423,-10148.9088,-10611.9434,-3474.6545,-9306.7136,-3011.0111,-2666.7326,-2163.2826,142.3358
476,-735803.6838,-139276.813,-85422.62,-13698.9762,-9949.4661,-13819.5689,-9226.7311,-10759.4017,-10044.4514,-3774.3354,-9655.3095,-2942.7939,-2581.1226,-2175.2834,19.3822
477,-1491909.733,-292937.7139,-226081.8482,-70429.6403,-58596.7117,-48119.9295,-36248.9647,-27811.672,-24541.5915,-13632.5809,-11799.2973,-5402.0359,-4887.4014,-4188.31,8980.724
478,-1490165.092,-290842.6653,-213504.817,-63744.3572,-53159.1193,-43877.1973,-35682.5192,-27935.1886,-25734.9672,-11985.1957,-11674.9427,-5391.5063,-4717.4916,-4081.2751,18694.509
479,-1490427.69,-270609.6092,-192787.5933,-56149.443,-48392.9556,-39886.1404,-32381.5585,-24784.3818,-22532.7717,-11571.8321,-11802.882,-4814.129,-4737.9492,-4195.1654,28474.8035
480,-652114.972,-165311.4844,-114946.7999,-27709.3402,-23909.1285,-23290.965,-17049.2411,-10112.1191,-7899.955,-2496.2124,-2549.0725,-1941.1605,-2028.2169,-1743.5593,5.8335
481,-681513.2759,-159926.9103,-107489.252,-25869.876,-21806.2597,-24046.937,-18153.5867,-11485.8005,-9041.79,-3237.7115,-3495.2798,-2828.0134,-2548.3777,-2025.6045,97.228
482,-651769.1651,-154829.9464,-97176.9619,-20893.1958,-19363.7389,-23183.5114,-16938.1513,-11298.4015,-9492.8169,-3339.6175,-5446.6853,-2814.9993,-2196.8225,-1852.3275,14.3516
483,-684736.8964,-165601.0983,-102388.2373,-15056.9394,-14630.5441,-13770.6371,-15658.7429,-12027.3133,-11967.561,-2298.995,-6152.4448,-2057.07,-1989.8529,-1687.0096,5.0405
484,-557177.9099,-142949.3782,-84240.7067,-11830.2785,-12422.2726,-11495.2277,-13367.6801,-9208.6086,-10102.1696,-3008.1472,-8054.1052,-3116.9469,-2769.2637,-2259.3179,20.2205
485,-535804.0272,-161009.426,-97136.9847,-7701.258,-7688.2281,-12828.6146,-13402.8513,-8487.3028,-8591.4701,-4054.928,-7846.5472,-3292.0846,-2919.3757,-2364.0675,303.7037
486,-775692.2208,-190984.1987,-142869.623,-43750.3136,-37574.1833,-29005.1532,-28007.2818,-18863.047,-12128.0313,-10693.8434,-9880.6006,-3409.1803,-3872.8391,-3511.393,7.3183
487,-763388.0103,-169045.959,-119635.7722,-31799.8401,-34025.1167,-27451.2754,-26520.926,-15546.7318,-9513.9888,-9333.5193,-10348.15,-3390.2386,-3928.8996,-3580.464,8.4207
488,-764944.0829,-174875.6405,-130289.8363,-36499.665,-35025.0625,-26657.5574,-25001.7799,-18379.2421,-11301.8371,-9013.4811,-10098.4714,-3515.4308,-3953.9537,-3501.223,7.8387
489,-618481.1902,-150089.5096,-90548.6752,-12825.998,-13067.7654,-12548.8531,-11664.6373,-7567.6142,-8488.2417,-1626.9473,-6918.9194,-2759.147,-2451.6605,-1949.7813,18.9602
490,-604294.0312,-172411.8639,-112914.4284,-12840.5448,-12326.8918,-13340.5734,-14014.3921,-9505.8625,-9487.035,-2148.5728,-7412.2589,-2402.9385,-2234.9838,-1911.6345,73.5702
491,-597291.429,-162001.6192,-103025.6333,-13216.0736,-12819.8327,-12989.2886,-14216.2473,-9568.2643,-9938.7908,-2616.82,-7857.1424,-2242.6767,-2170.1941,-1770.931,19.5511
492,-879764.4105,-163464.1989,-99299.8581,-19129.8515,-12953.8465,-11350.5723,-13687.3751,-11166.445,-7091.242,-7158.7521,-2668.7177,-4743.5178,-4078.2526,-3331.4228,3.6984
493,-918016.4272,-165947.8789,-99179.7771,-20489.9458,-14301.0658,-13048.5872,-13150.7894,-10441.1672,-6792.64,-7004.5388,-3058.8152,-4615.3739,-3808.7445,-3104.5358,28.549
494,-909619.7283,-181005.0676,-111469.4019,-23487.4317,-15892.1519,-14244.1578,-16343.0955,-11365.8526,-7660.4713,-7493.4001,-3331.4635,-4716.792,-3945.9721,-3353.0506,5.8272
495,-781668.2404,-186971.3684,-103988.6719,-14814.6065,-14637.2578,-14602.5029,-11210.6741,-9619.1115,-11278.2622,-3317.6401,-8617.0839,-2617.8557,-2113.6002,-1698.2866,84.0857
496,-752351.9472,-191460.3628,-106123.3184,-13964.4913,-15062.9384,-14776.0597,-11068.7012,-9274.4998,-12680.7757,-3862.199,-10511.623,-3669.7952,-3033.178,-2418.6264,367.9156
497,-688664.1819,-192022.5186,-106985.867,-14593.9577,-10717.0594,-13590.5494,-9480.4631,-9853.1199,-11087.0487,-3930.6602,-10817.3347,-4283.6655,-3519.2174,-2791.5527,538.6994
498,-760456.9996,-141804.9157,-99848.3433,-27408.2688,-25637.8964,-21396.0267,-14069.2147,-10768.7731,-12642.1927,-4718.3105,-9284.8685,-3044.2432,-3389.7157,-2954.2408,10.4475
499,-782347.7968,-154896.1586,-109230.9915,-19463.3535,-19220.2951,-23123.7764,-14619.948,-10320.5867,-11083.7521,-3915.2495,-8661.6116,-3101.2484,-3490.8064,-3061.5457,12.1101
500,-754396.2459,-143852.1116,-99771.143,-19486.1804,-19624.6905,-21035.6396,-13968.0082,-10153.9076,-11232.8788,-3419.5202,-8870.6332,-3205.368,-3311.6149,-2871.8602,12.8024
501,-928547.3132,-183231.5901,-122542.4058,-20072.2672,-15939.7041,-12732.8633,-10131.6887,-10916.2572,-7918.1127,-5683.2118,-3631.9918,-4466.0297,-3756.6804,-3074.2418,84.989
502,-953066.7278,-164724.4876,-100145.7415,-18427.7425,-19686.9833,-14340.1311,-11059.9755,-11165.4419,-7816.7116,-6365.7818,-3340.3242,-4383.5865,-3795.0911,-3067.2042,620.5607
503,-940246.3484,-172138.0933,-108145.6176,-19309.2158,-20759.1169,-15378.6623,-11426.7073,-10159.718,-6770.409,-6741.1247,-3160.3408,-4540.8828,-3886.4252,-3099.7432,8.3769
504,-912988.4764,-178233.2279,-127132.9698,-38498.1268,-28270.7374,-25391.1811,-28602.3007,-23246.4025,-11449.3602,-2854.8805,-8921.0795,-4534.7678,-3886.7177,-3109.4449,13.8897
505,-936392.9895,-185758.6403,-135584.0205,-43124.7768,-38572.3899,-31882.4516,-28213.0211,-22303.2442,-16663.7465,-4468.2231,-8738.0218,-4660.2907,-3908.0161,-3215.6281,8.9974
506,-893320.3102,-181391.5077,-133883.6742,-37155.1161,-26841.5936,-23710.2145,-24155.0906,-20095.8967,-12323.844,-2865.3199,-8824.6122,-4676.3875,-4027.2799,-3403.6033,29.9022
507,-858396.9861,-217458.3034,-143287.925,-29869.3815,-22781.6292,-20081.6734,-18410.0891,-15663.0564,-16037.3069,-9883.1229,-2529.535,-3662.7676,-3570.7663,-3127.6877,2031.9927
508,-781702.0352,-187711.1289,-121039.9977,-14176.4383,-9949.1257,-12852.7666,-12063.4542,-8864.4574,-7145.267,-5729.2519,-5150.3062,-4100.6467,-3603.1297,-3150.7906,50.0956
509,-904784.8608,-224246.0818,-170130.8043,-31541.32,-23738.9851,-20524.5741,-19789.2568,-17783.6771,-15617.4731,-9580.1156,-4269.9758,-3523.1242,-3655.4582,-3107.0674,50.4566
510,-848489.7659,-114171.0404,-77715.3631,-14710.275,-16411.4392,-15006.6884,-12771.6208,-10473.7562,-12141.9934,-2980.7243,-9285.4857,-3307.997,-2834.8208,-2236.5396,6.5746
511,-779779.9285,-122265.3445,-79669.5415,-13382.998,-17081.1388,-16393.2557,-11115.5924,-9043.8607,-12165.6457,-3175.2209,-8884.7387,-3374.2985,-2911.7238,-2271.5004,10.7298
512,-817946.6606,-103882.9695,-65778.2864,-15495.3223,-18770.1696,-18033.6085,-11102.7826,-9768.4801,-11036.2072,-2689.5245,-9076.2987,-3561.2618,-3019.4669,-2523.813,9.688
513,-1491784.923,-233690.3339,-172962.2937,-56813.3421,-46644.5271,-37061.0423,-27935.5589,-24524.1018,-24891.8861,-13213.6967,-12509.3296,-5512.6895,-4915.023,-4228.6652,7711.8872
514,-1490560.706,-236364.5077,-174692.5806,-56475.8115,-44200.4801,-35998.7357,-27320.1166,-24351.993,-25703.6256,-14035.2589,-12654.4067,-5232.3131,-5031.8184,-4215.7592,11947.3521
515,-1491256.78,-248778.1885,-183292.1487,-64560.7878,-52575.1098,-39633.2869,-29967.0719,-26232.1481,-25416.5464,-13308.5698,-12740.3298,-5222.6505,-4944.8791,-4242.0183,20247.8729
516,-696054.5984,-114644.3368,-72099.1307,-21642.3961,-23685.2436,-18193.9544,-20122.2129,-13130.6429,-7709.1993,-8477.4939,-11386.9871,-4302.4254,-3591.695,-3108.2856,115.3054
517,-707415.4541,-107101.5159,-66480.8074,-21923.4136,-21842.6178,-16051.0018,-18581.4348,-11680.6231,-6440.0403,-7582.5451,-10034.3821,-4076.214,-3600.218,-2998.0575,141.8396
518,-740266.3189,-93415.0952,-57958.7676,-17917.9963,-21956.6631,-15931.9481,-16375.5178,-12727.4609,-6633.3882,-6227.5488,-10767.0471,-3609.3408,-3232.6738,-2692.1057,7.6235
519,-701957.3788,-116365.5415,-73183.9594,-22444.3868,-27460.3014,-21231.8128,-14419.7297,-13517.3345,-14088.6141,-5611.541,-7790.2419,-2479.6989,-2245.7566,-2309.7719,11.4819
520,-776709.2772,-127031.8692,-83972.0394,-19699.8982,-24756.5428,-20963.2139,-13732.1193,-12174.7841,-14427.4093,-5279.2249,-8075.7162,-1832.377,-1840.4304,-2030.8876,1131.6144
521,-737458.9968,-116159.4954,-68660.058,-22978.7451,-24764.4163,-20289.3474,-13674.6043,-13111.8999,-13571.3674,-5393.4426,-7711.0607,-1823.8076,-1622.2375,-1490.6105,10.5008
522,-549007.2397,-119239.6949,-72864.1708,-18486.5136,-11984.2869,-7494.4625,-9050.8202,-6123.6912,-6298.8445,-5162.8533,-7499.479,-3903.0765,-3399.6456,-2882.6201,14.8829
523,-562507.7011,-127743.6059,-80857.9744,-17931.7777,-10068.6498,-5870.7469,-8120.0564,-5639.0071,-6051.6472,-5886.9602,-8035.4339,-3603.5325,-3281.4104,-2784.1963,17.0097
524,-669369.1753,-151938.4985,-98099.8115,-18687.1413,-12254.6442,-7064.8479,-6149.8549,-10700.4254,-8738.5405,-8220.3783,-6013.819,-3575.3676,-3279.4098,-2784.4441,11.8477
525,-789671.5264,-112819.4676,-70689.9773,-14120.3388,-18522.5426,-15132.922,-19646.3655,-15542.8937,-10315.4378,-12086.572,-8861.3077,-4525.9771,-3780.9528,-3185.1633,302.8283
